,Date,Visitor,Visitor_PTS,Home,Home_PTS,Day,Day_Num,Spread,Winner,Home_TotalWins,Home_TotalLosses,Home_HomeWins,Home_HomeLosses,Home_Streak,Home_CumSpread,Home_AvgSpread,Home_CumPts,Home_AvgPts,Home_GamesPlayed,Home_DaysPast,Visitor_TotalWins,Visitor_TotalLosses,Visitor_VisitorWins,Visitor_VisitorLosses,Visitor_Streak,Visitor_CumSpread,Visitor_AvgSpread,Visitor_CumPts,Visitor_AvgPts,Visitor_GamesPlayed,Visitor_DaysPast
0,2004-11-02 19:30:00,Sacramento Kings,98,Dallas Mavericks,107,Tue,3,9,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
1,2004-11-02 20:00:00,Houston Rockets,79,Detroit Pistons,87,Tue,3,8,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
2,2004-11-02 19:30:00,Denver Nuggets,78,Los Angeles Lakers,89,Tue,3,11,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
3,2004-11-03 19:30:00,Philadelphia 76ers,98,Boston Celtics,95,Wed,4,-3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
4,2004-11-03 19:00:00,Indiana Pacers,109,Cleveland Cavaliers,104,Wed,4,-5,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
5,2004-11-03 19:30:00,Portland Trail Blazers,78,Golden State Warriors,75,Wed,4,-3,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
6,2004-11-03 19:30:00,Seattle SuperSonics,84,Los Angeles Clippers,114,Wed,4,30,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
7,2004-11-03 19:00:00,Washington Wizards,103,Memphis Grizzlies,91,Wed,4,-12,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
8,2004-11-03 19:00:00,New York Knicks,93,Minnesota Timberwolves,99,Wed,4,6,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
9,2004-11-03 20:00:00,Miami Heat,100,New Jersey Nets,77,Wed,4,-23,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
10,2004-11-03 19:00:00,Dallas Mavericks,106,New Orleans Hornets,91,Wed,4,-15,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,0,0,0,1,9,9.0,107,107.0,1,0.9791666666666666
11,2004-11-03 19:00:00,Milwaukee Bucks,92,Orlando Magic,93,Wed,4,1,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
12,2004-11-03 19:00:00,Atlanta Hawks,82,Phoenix Suns,112,Wed,4,30,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
13,2004-11-03 19:30:00,Sacramento Kings,85,San Antonio Spurs,101,Wed,4,16,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-9,-9.0,98,98.0,1,1.0
14,2004-11-03 19:00:00,Houston Rockets,88,Toronto Raptors,95,Wed,4,7,1,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,1,0,1,-1,-8,-8.0,79,79.0,1,0.9583333333333334
